searched_name,id,display_name,works_api_url,h_index,works_count,country_code
Mikhail Tamm,https://openalex.org/A5124816725,Mikhail V. Tamm,https://api.openalex.org/works?filter=author.id:A5124816725,0.0,1.0,
Mikko Kivelä,https://openalex.org/A5002020728,Mikko Kivelä,https://api.openalex.org/works?filter=author.id:A5002020728,22.0,118.0,
Mila Oiva,https://openalex.org/A5012681383,Mila Oiva,https://api.openalex.org/works?filter=author.id:A5012681383,5.0,43.0,
Milena Tsvetkova,https://openalex.org/A5069791094,Milena Tsvetkova,https://api.openalex.org/works?filter=author.id:A5069791094,12.0,76.0,
Miner Ye,,,,,,
Mingmeng Geng,https://openalex.org/A5095699509,Mingmeng Geng,https://api.openalex.org/works?filter=author.id:A5095699509,1.0,6.0,
Mingmin Feng,https://openalex.org/A5032616680,Mingmin Feng,https://api.openalex.org/works?filter=author.id:A5032616680,1.0,2.0,
Mingqian Zheng,https://openalex.org/A5024099895,Mingqian Zheng,https://api.openalex.org/works?filter=author.id:A5024099895,3.0,8.0,
Mingxuan Zheng,https://openalex.org/A5121124239,Mingxuan Zheng,https://api.openalex.org/works?filter=author.id:A5121124239,0.0,3.0,
Minji Heo,https://openalex.org/A5114235354,Minji Heo,https://api.openalex.org/works?filter=author.id:A5114235354,1.0,2.0,
Minjin Lee,https://openalex.org/A5018773950,Minjin Lee,https://api.openalex.org/works?filter=author.id:A5018773950,2.0,4.0,
Minsu Park,https://openalex.org/A5120297814,Minsu Park,https://api.openalex.org/works?filter=author.id:A5120297814,0.0,1.0,
Mirco Nanni,https://openalex.org/A5120751576,Mirco Nanni,https://api.openalex.org/works?filter=author.id:A5120751576,0.0,1.0,
Miriam Hurtado Bodell,https://openalex.org/A5057262624,Miriam Hurtado Bodell,https://api.openalex.org/works?filter=author.id:A5057262624,3.0,12.0,
Miriam Schirmer,https://openalex.org/A5036764962,Miriam Schirmer,https://api.openalex.org/works?filter=author.id:A5036764962,3.0,14.0,
Mirjam Stieger,https://openalex.org/A5048615562,Mirjam Stieger,https://api.openalex.org/works?filter=author.id:A5048615562,15.0,43.0,
Mirta Galesic,https://openalex.org/A5071165387,Mirta Galešić,https://api.openalex.org/works?filter=author.id:A5071165387,47.0,196.0,
Mirza Nayeem Ahmed,https://openalex.org/A5125057768,Mirza Nayeem Ahmed,https://api.openalex.org/works?filter=author.id:A5125057768,0.0,2.0,
Mitsuo Yoshida,https://openalex.org/A5063652311,Mitsuo Yoshida,https://api.openalex.org/works?filter=author.id:A5063652311,29.0,384.0,
Moa Johansson,https://openalex.org/A5060248370,Moa Johansson,https://api.openalex.org/works?filter=author.id:A5060248370,15.0,111.0,
Moena Hashimoto,https://openalex.org/A5105892330,Moena Hashimoto,https://api.openalex.org/works?filter=author.id:A5105892330,1.0,4.0,
Mohammed Alsobay,https://openalex.org/A5027814433,Mohammed Alsobay,https://api.openalex.org/works?filter=author.id:A5027814433,4.0,20.0,
Mohsen Mosleh,https://openalex.org/A5052536455,Mohsen Mosleh,https://api.openalex.org/works?filter=author.id:A5052536455,26.0,125.0,
Mona Sloane,https://openalex.org/A5123915898,Mona Sloane,https://api.openalex.org/works?filter=author.id:A5123915898,0.0,2.0,
Monideepa Tarafdar,https://openalex.org/A5124840963,Monideepa Tarafdar,https://api.openalex.org/works?filter=author.id:A5124840963,0.0,2.0,
Moontae Lee,https://openalex.org/A5125565880,Moontae Lee,https://api.openalex.org/works?filter=author.id:A5125565880,0.0,2.0,
Moritz Laber,https://openalex.org/A5119875922,Moritz Laber,https://api.openalex.org/works?filter=author.id:A5119875922,0.0,3.0,
Morten Mørup,https://openalex.org/A5120695132,Morten Mørup,https://api.openalex.org/works?filter=author.id:A5120695132,1.0,6.0,
Muhammad Haroon,https://openalex.org/A5072998716,Muhammad Haroon,https://api.openalex.org/works?filter=author.id:A5072998716,10.0,32.0,
Muhua Huang,https://openalex.org/A5038191083,Muhua Huang,https://api.openalex.org/works?filter=author.id:A5038191083,3.0,8.0,
Munjung Kim,https://openalex.org/A5013327023,Munjung Kim,https://api.openalex.org/works?filter=author.id:A5013327023,2.0,5.0,
Myokyung han,https://openalex.org/A5125117528,Myokyung Han,https://api.openalex.org/works?filter=author.id:A5125117528,0.0,1.0,
Myra Miranda,https://openalex.org/A5117290961,Myra Miranda Yudiantari,https://api.openalex.org/works?filter=author.id:A5117290961,0.0,1.0,
Måns Magnusson,https://openalex.org/A5127054650,Måns Magnusson,https://api.openalex.org/works?filter=author.id:A5127054650,0.0,1.0,
Na Jiang,https://openalex.org/A5084300520,Na Jiang,https://api.openalex.org/works?filter=author.id:A5084300520,5.0,13.0,
Nabeel Gillani,https://openalex.org/A5015797850,Nabeel Gillani,https://api.openalex.org/works?filter=author.id:A5015797850,9.0,41.0,
Nadezhda Ozornina,https://openalex.org/A5038292442,Nadezhda Ozornina,https://api.openalex.org/works?filter=author.id:A5038292442,3.0,4.0,
Naitian Zhou,https://openalex.org/A5065854593,Naitian Zhou,https://api.openalex.org/works?filter=author.id:A5065854593,3.0,10.0,
Nan Zhang,https://openalex.org/A5100331222,Nan Zhang,https://api.openalex.org/works?filter=author.id:A5100331222,48.0,390.0,
Naomi Baes,https://openalex.org/A5022900079,Naomi Baes,https://api.openalex.org/works?filter=author.id:A5022900079,6.0,19.0,
Naomi Muggleton,https://openalex.org/A5013862232,Naomi Muggleton,https://api.openalex.org/works?filter=author.id:A5013862232,5.0,18.0,
Narayani Vedam,https://openalex.org/A5089004540,Narayani Vedam,https://api.openalex.org/works?filter=author.id:A5089004540,2.0,3.0,
Natalie Schroyens,https://openalex.org/A5087293181,Natalie Schroyens,https://api.openalex.org/works?filter=author.id:A5087293181,9.0,36.0,
Nathalie Greenfield,https://openalex.org/A5114401778,Nathalie Greenfield,https://api.openalex.org/works?filter=author.id:A5114401778,2.0,3.0,
Nathan Fu,https://openalex.org/A5093932049,Nathan Fu,https://api.openalex.org/works?filter=author.id:A5093932049,2.0,3.0,
Nay San,https://openalex.org/A5012458624,Nay San,https://api.openalex.org/works?filter=author.id:A5012458624,7.0,45.0,
Neele Engelmann,https://openalex.org/A5117523290,Neele Engelmann,https://api.openalex.org/works?filter=author.id:A5117523290,0.0,1.0,
Neeley Pate,https://openalex.org/A5100029750,Neeley Pate,https://api.openalex.org/works?filter=author.id:A5100029750,0.0,2.0,
Negin Maddah,https://openalex.org/A5093976007,Negin Maddah,https://api.openalex.org/works?filter=author.id:A5093976007,1.0,2.0,
Neha Gondal,https://openalex.org/A5034089559,Neha Gondal,https://api.openalex.org/works?filter=author.id:A5034089559,11.0,24.0,
Neil Fasching,https://openalex.org/A5062168541,Neil Fasching,https://api.openalex.org/works?filter=author.id:A5062168541,5.0,11.0,
Nguyen Luong,https://openalex.org/A5102712618,Nguyen Luong,https://api.openalex.org/works?filter=author.id:A5102712618,5.0,19.0,
Niccolò Di Marco,https://openalex.org/A5051771039,Niccolo Di Marco,https://api.openalex.org/works?filter=author.id:A5051771039,1.0,1.0,
Nicholas A. Christakis,https://openalex.org/A5126356388,Nicholas A. Christakis,https://api.openalex.org/works?filter=author.id:A5126356388,0.0,2.0,
Nicholas Chen,https://openalex.org/A5005006544,Nicholas Chen,https://api.openalex.org/works?filter=author.id:A5005006544,20.0,68.0,
Nicholas Christakis,https://openalex.org/A5123354199,Nicholas Christakis,https://api.openalex.org/works?filter=author.id:A5123354199,0.0,1.0,
Nicholas D. Anderson,https://openalex.org/A5117646281,Nicholas D. Anderson,https://api.openalex.org/works?filter=author.id:A5117646281,0.0,1.0,
Nick Haslam,https://openalex.org/A5102469136,Nick Haslam,https://api.openalex.org/works?filter=author.id:A5102469136,1.0,8.0,
Niclas Frederic Sturm,https://openalex.org/A5126646309,Niclas Frederic Sturm,https://api.openalex.org/works?filter=author.id:A5126646309,0.0,2.0,
Nico Mutzner,https://openalex.org/A5124210369,Nico Mutzner,https://api.openalex.org/works?filter=author.id:A5124210369,0.0,2.0,
Nicola Cinardi,https://openalex.org/A5037844603,Nicola Cinardi,https://api.openalex.org/works?filter=author.id:A5037844603,1.0,6.0,
Nicola Perra,https://openalex.org/A5031799782,Nicola Perra,https://api.openalex.org/works?filter=author.id:A5031799782,36.0,139.0,
Nicolas Baumard,https://openalex.org/A5123063986,Nicolas Baumard,https://api.openalex.org/works?filter=author.id:A5123063986,0.0,10.0,
Nicolas Pröllochs,https://openalex.org/A5048633988,Nicolas Pröllochs,https://api.openalex.org/works?filter=author.id:A5048633988,22.0,102.0,
Nicolas Scharowski,https://openalex.org/A5073186689,Nicolas Scharowski,https://api.openalex.org/works?filter=author.id:A5073186689,6.0,15.0,
Nicole Schwitter,https://openalex.org/A5086210260,Nicole Schwitter,https://api.openalex.org/works?filter=author.id:A5086210260,5.0,38.0,
Nicolò Gozzi,https://openalex.org/A5069579180,Nicolò Gozzi,https://api.openalex.org/works?filter=author.id:A5069579180,13.0,47.0,
Nikolaos Nakis,https://openalex.org/A5018195808,Nikolaos Nakis,https://api.openalex.org/works?filter=author.id:A5018195808,3.0,20.0,
Nikolas Zöller,https://openalex.org/A5000025221,Nikolas Zöller,https://api.openalex.org/works?filter=author.id:A5000025221,4.0,10.0,
Nima Dehmamy,https://openalex.org/A5078338477,Nima Dehmamy,https://api.openalex.org/works?filter=author.id:A5078338477,10.0,46.0,
Nina. Mazar,https://openalex.org/A5124756187,Nina Mazar,https://api.openalex.org/works?filter=author.id:A5124756187,0.0,1.0,
Nir Grinberg,https://openalex.org/A5079648413,Nir Grinberg,https://api.openalex.org/works?filter=author.id:A5079648413,9.0,31.0,
Niraj Kushwaha,https://openalex.org/A5088249087,Niraj Kant Kushwaha,https://api.openalex.org/works?filter=author.id:A5088249087,4.0,18.0,
Niyati Malhotra,https://openalex.org/A5058532580,Niyati Malhotra,https://api.openalex.org/works?filter=author.id:A5058532580,2.0,11.0,
Nobuhito Abe,https://openalex.org/A5123118638,Nobuhito Abe,https://api.openalex.org/works?filter=author.id:A5123118638,0.0,1.0,
Nora Svensson Hahr,,,,,,
Nori Jacoby,https://openalex.org/A5123007399,Nori Jacoby,https://api.openalex.org/works?filter=author.id:A5123007399,0.0,13.0,
Norina Anna Furrer,https://openalex.org/A5080488841,Norina Anna Furrer,https://api.openalex.org/works?filter=author.id:A5080488841,1.0,3.0,
Nuo Chen,https://openalex.org/A5007524571,Nuo Chen,https://api.openalex.org/works?filter=author.id:A5007524571,5.0,25.0,
Nur Şirin Atsızelti,,,,,,
Oded Cats,https://openalex.org/A5124909445,Oded Cats,https://api.openalex.org/works?filter=author.id:A5124909445,0.0,1.0,
Ofer Tchernichovski,https://openalex.org/A5047713899,Ofer Tchernichovski,https://api.openalex.org/works?filter=author.id:A5047713899,29.0,101.0,
Ohhyun Kwon,https://openalex.org/A5097417147,Ohhyun Kwon,https://api.openalex.org/works?filter=author.id:A5097417147,0.0,1.0,
Ola Ali,https://openalex.org/A5102705735,Ola Ali,https://api.openalex.org/works?filter=author.id:A5102705735,1.0,4.0,
Ole Hexel,https://openalex.org/A5044895611,Ole Hexel,https://api.openalex.org/works?filter=author.id:A5044895611,2.0,6.0,
Omkar Yadav,https://openalex.org/A5118595599,Omkar Yadav,https://api.openalex.org/works?filter=author.id:A5118595599,0.0,2.0,
Onkar Sadekar,https://openalex.org/A5030437828,Onkar Sadekar,https://api.openalex.org/works?filter=author.id:A5030437828,6.0,15.0,
Onur Varol,https://openalex.org/A5031461158,Onur Varol,https://api.openalex.org/works?filter=author.id:A5031461158,24.0,93.0,
Oromia Sero,https://openalex.org/A5120236069,Oromia Sero,https://api.openalex.org/works?filter=author.id:A5120236069,0.0,1.0,
Ozgur Can Seckin,https://openalex.org/A5056041083,Ozgur Can Seckin,https://api.openalex.org/works?filter=author.id:A5056041083,3.0,10.0,
Pablo Biedma,https://openalex.org/A5095839226,Pablo Biedma,https://api.openalex.org/works?filter=author.id:A5095839226,0.0,1.0,
Pamina Syed Al,,,,,,
Pan Zhou,https://openalex.org/A5100693198,Pan Zhou,https://api.openalex.org/works?filter=author.id:A5100693198,12.0,32.0,
Panayiotis Smeros,https://openalex.org/A5082283204,Panayiotis Smeros,https://api.openalex.org/works?filter=author.id:A5082283204,6.0,19.0,
Pantelis P. Analytis,https://openalex.org/A5080193434,Pantelis P. Analytis,https://api.openalex.org/works?filter=author.id:A5080193434,10.0,51.0,
Paolo Bajardi,https://openalex.org/A5070491108,Paolo Bajardi,https://api.openalex.org/works?filter=author.id:A5070491108,21.0,60.0,
Paolo Turrini,https://openalex.org/A5123075951,Paolo Turrini,https://api.openalex.org/works?filter=author.id:A5123075951,1.0,3.0,
Parisa Zahedi,https://openalex.org/A5114445220,Parisa Zahedi,https://api.openalex.org/works?filter=author.id:A5114445220,1.0,2.0,
Patricia Maes,https://openalex.org/A5059463301,Patricia Maes,https://api.openalex.org/works?filter=author.id:A5059463301,5.0,19.0,
Patrick Gildersleve,https://openalex.org/A5070221432,Patrick Gildersleve,https://api.openalex.org/works?filter=author.id:A5070221432,5.0,15.0,
Patrick Y. Wu,https://openalex.org/A5041492481,Patrick Y. Wu,https://api.openalex.org/works?filter=author.id:A5041492481,4.0,15.0,
Paul E. Smaldino,https://openalex.org/A5020901777,Paul E. Smaldino,https://api.openalex.org/works?filter=author.id:A5020901777,32.0,204.0,
Paul Ginsparg,https://openalex.org/A5060975667,Paul Ginsparg,https://api.openalex.org/works?filter=author.id:A5060975667,35.0,98.0,
Paul Krauß,https://openalex.org/A5056062971,Paul G. Krauss,https://api.openalex.org/works?filter=author.id:A5056062971,2.0,20.0,
Paul Plener,https://openalex.org/A5122439523,Paul Plener,https://api.openalex.org/works?filter=author.id:A5122439523,0.0,2.0,
Paul Röttger,https://openalex.org/A5050023117,Paul Röttger,https://api.openalex.org/works?filter=author.id:A5050023117,11.0,71.0,
Paul Schuler,https://openalex.org/A5121726226,Paul Schuler,https://api.openalex.org/works?filter=author.id:A5121726226,0.0,1.0,
Paula Andrea Perez-Toro,https://openalex.org/A5090347814,Paula Andrea Pérez-Toro,https://api.openalex.org/works?filter=author.id:A5090347814,11.0,73.0,
Paulo David Dias Almeida,,,,,,
Pavel Dimitrov Chachev,https://openalex.org/A5032277739,Pavel Dimitrov Chachev,https://api.openalex.org/works?filter=author.id:A5032277739,1.0,2.0,
Pearl Pandya,,,,,,
Pedro Ramaciotti Morales,https://openalex.org/A5032431129,Pedro Ramaciotti Morales,https://api.openalex.org/works?filter=author.id:A5032431129,9.0,79.0,
Peer Saleth,,,,,,
Peidong Mei,https://openalex.org/A5044421492,Peidong Mei,https://api.openalex.org/works?filter=author.id:A5044421492,2.0,9.0,
Peng Liu,https://openalex.org/A5100346777,Peng Liu,https://api.openalex.org/works?filter=author.id:A5100346777,39.0,244.0,
Peter Carragher,https://openalex.org/A5086832699,PETER D nbsp CARRAGHER,https://api.openalex.org/works?filter=author.id:A5086832699,0.0,1.0,
Peter Selb,https://openalex.org/A5048966126,Peter Selb,https://api.openalex.org/works?filter=author.id:A5048966126,20.0,93.0,
Peter Steiglechner,https://openalex.org/A5075208096,Peter Steiglechner,https://api.openalex.org/works?filter=author.id:A5075208096,3.0,17.0,
Petra Kralj Novak,https://openalex.org/A5072261415,Petra Kralj Novak,https://api.openalex.org/works?filter=author.id:A5072261415,20.0,97.0,
Petter Holme,https://openalex.org/A5079517520,Petter Holme,https://api.openalex.org/works?filter=author.id:A5079517520,51.0,252.0,JP
Phelia Weiss,https://openalex.org/A5083526294,Phelia Weiß,https://api.openalex.org/works?filter=author.id:A5083526294,3.0,4.0,AT
Philip S. Chodrow,https://openalex.org/A5043926040,Philip S. Chodrow,https://api.openalex.org/works?filter=author.id:A5043926040,7.0,28.0,US
Philipp Kessling,https://openalex.org/A5054002545,Philipp Kessling,https://api.openalex.org/works?filter=author.id:A5054002545,2.0,9.0,DE
Philipp Koch,https://openalex.org/A5036253462,Philipp Koch,https://api.openalex.org/works?filter=author.id:A5036253462,1.0,3.0,DE
Philipp Lorenz-Spreen,https://openalex.org/A5026949484,Philipp Lorenz-Spreen,https://api.openalex.org/works?filter=author.id:A5026949484,20.0,82.0,DE
Philipp Reineke,https://openalex.org/A5057067619,Philipp Reineke,https://api.openalex.org/works?filter=author.id:A5057067619,3.0,10.0,US
Pierluigi Sacco,https://openalex.org/A5123944353,Pierluigi Sacco,https://api.openalex.org/works?filter=author.id:A5123944353,0.0,2.0,
Pietro Alessandro Aluffi,https://openalex.org/A5117169087,Pietro Alessandro Aluffi,https://api.openalex.org/works?filter=author.id:A5117169087,0.0,4.0,
Pietro Saggese,https://openalex.org/A5067146201,Pietro Saggese,https://api.openalex.org/works?filter=author.id:A5067146201,5.0,26.0,IT
Piyush Ghasiya,https://openalex.org/A5042644425,Piyush Ghasiya,https://api.openalex.org/works?filter=author.id:A5042644425,6.0,23.0,
Pol Rovira-Wilde,,,,,,
Pranav Goel,https://openalex.org/A5022638781,Pranav Goel,https://api.openalex.org/works?filter=author.id:A5022638781,8.0,37.0,US
Prasanta Bhattacharya,https://openalex.org/A5103194665,Prasanta Bhattacharya,https://api.openalex.org/works?filter=author.id:A5103194665,9.0,59.0,SG
Prashant Garg,https://openalex.org/A5100595765,Prashant Garg,https://api.openalex.org/works?filter=author.id:A5100595765,3.0,21.0,GB
Prateek Gupta,https://openalex.org/A5072456464,Prateek Gupta,https://api.openalex.org/works?filter=author.id:A5072456464,10.0,41.0,IN
Pratyush Yadav,https://openalex.org/A5035232681,Pratyush Yadav,https://api.openalex.org/works?filter=author.id:A5035232681,3.0,5.0,
Pratyusha Kalluri,https://openalex.org/A5011684148,Pratyusha Kalluri,https://api.openalex.org/works?filter=author.id:A5011684148,12.0,15.0,US
Przemyslaw A. Grabowicz,https://openalex.org/A5096363841,Przemyslaw A. Grabowicz,https://api.openalex.org/works?filter=author.id:A5096363841,0.0,1.0,
